
================================================================================
[2026-09-08 07:15:06] Starting GeoMind Continuous Memory Monitor (Interval: 10s)
================================================================================
[2026-09-08 07:15:06] Hooked geomind PID 22392 | Initial WS: 111.55 MB | Initial Commit: 113.16 MB
[2026-09-08 07:15:07] PID: 22392 | WS: 111.55 MB (dWS: 0 MB) | Commit: 113.16 MB (dPM: 0 MB) | VM: 4321.21 MB | CPU: 126.2s | SysFreeVM: 103735 MB | Ckpt: 50MB at 07:14:26
[2026-09-08 16:51:50] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34488.2s | SysFreeVM: 104066 MB | No ckpt change
[2026-09-08 16:52:00] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34498.3s | SysFreeVM: 104071 MB | No ckpt change
[2026-09-08 16:52:10] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34508.5s | SysFreeVM: 104050 MB | No ckpt change
[2026-09-08 16:52:21] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34518.6s | SysFreeVM: 104038 MB | Ckpt: 50MB at 16:52:18
[2026-09-08 16:52:31] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34528.8s | SysFreeVM: 104038 MB | No ckpt change
[2026-09-08 16:52:41] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34539.1s | SysFreeVM: 104027 MB | No ckpt change
[2026-09-08 16:52:51] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34549.3s | SysFreeVM: 104032 MB | No ckpt change
[2026-09-08 16:53:02] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34559.4s | SysFreeVM: 104078 MB | Ckpt: 50MB at 16:53:00
[2026-09-08 16:53:12] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34569.6s | SysFreeVM: 104079 MB | No ckpt change
[2026-09-08 16:53:22] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34579.8s | SysFreeVM: 104048 MB | No ckpt change
[2026-09-08 16:53:32] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34589.9s | SysFreeVM: 104067 MB | No ckpt change
[2026-09-08 16:53:43] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34600.2s | SysFreeVM: 104035 MB | No ckpt change
[2026-09-08 16:53:53] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34610.3s | SysFreeVM: 104031 MB | Ckpt: 50MB at 16:53:43
[2026-09-08 16:54:03] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34620.5s | SysFreeVM: 104003 MB | No ckpt change
[2026-09-08 16:54:13] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34630.6s | SysFreeVM: 104060 MB | No ckpt change
[2026-09-08 16:54:24] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34640.8s | SysFreeVM: 104049 MB | No ckpt change
[2026-09-08 16:54:34] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34651s | SysFreeVM: 103980 MB | Ckpt: 50MB at 16:54:25
[2026-09-08 16:54:44] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34661.2s | SysFreeVM: 104025 MB | No ckpt change
[2026-09-08 16:54:54] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34671.4s | SysFreeVM: 103987 MB | No ckpt change
[2026-09-08 16:55:05] PID: 22392 | WS: 119 MB (dWS: 7.45 MB) | Commit: 120.56 MB (dPM: 7.4 MB) | VM: 4329.31 MB | CPU: 34681.6s | SysFreeVM: 104017 MB | No ckpt change
[2026-09-08 16:55:15] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34691.7s | SysFreeVM: 104010 MB | Ckpt: 50MB at 16:55:08
[2026-09-08 16:55:25] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34701.8s | SysFreeVM: 104060 MB | No ckpt change
[2026-09-08 16:55:35] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34712s | SysFreeVM: 104079 MB | No ckpt change
[2026-09-08 16:55:45] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34722.2s | SysFreeVM: 104069 MB | No ckpt change
[2026-09-08 16:55:56] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34732.3s | SysFreeVM: 103998 MB | Ckpt: 50MB at 16:55:50
[2026-09-08 16:56:06] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34742.5s | SysFreeVM: 104017 MB | No ckpt change
[2026-09-08 16:56:16] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34752.7s | SysFreeVM: 103983 MB | No ckpt change
[2026-09-08 16:56:26] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34762.9s | SysFreeVM: 104017 MB | No ckpt change
[2026-09-08 16:56:37] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34773.1s | SysFreeVM: 104002 MB | Ckpt: 50MB at 16:56:33
[2026-09-08 16:56:47] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34783.3s | SysFreeVM: 104016 MB | No ckpt change
[2026-09-08 16:56:57] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34793.5s | SysFreeVM: 104032 MB | No ckpt change
[2026-09-08 16:57:07] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34803.6s | SysFreeVM: 104006 MB | No ckpt change
[2026-09-08 16:57:18] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34813.7s | SysFreeVM: 103984 MB | Ckpt: 50MB at 16:57:16
[2026-09-08 16:57:28] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34823.9s | SysFreeVM: 104023 MB | No ckpt change
[2026-09-08 16:57:38] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34834.1s | SysFreeVM: 104031 MB | No ckpt change
[2026-09-08 16:57:48] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34844.2s | SysFreeVM: 104062 MB | No ckpt change
[2026-09-08 16:57:59] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34854.4s | SysFreeVM: 104022 MB | Ckpt: 50MB at 16:57:58
[2026-09-08 16:58:09] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34864.6s | SysFreeVM: 104018 MB | No ckpt change
[2026-09-08 16:58:19] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34874.8s | SysFreeVM: 104016 MB | No ckpt change
[2026-09-08 16:58:29] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34884.9s | SysFreeVM: 104015 MB | No ckpt change
[2026-09-08 16:58:40] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34895.1s | SysFreeVM: 104056 MB | No ckpt change
[2026-09-08 16:58:50] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34905.3s | SysFreeVM: 104051 MB | Ckpt: 50MB at 16:58:41
[2026-09-08 16:59:00] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34915.5s | SysFreeVM: 104034 MB | No ckpt change
[2026-09-08 16:59:10] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34925.7s | SysFreeVM: 104039 MB | No ckpt change
[2026-09-08 16:59:21] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34935.9s | SysFreeVM: 104008 MB | No ckpt change
[2026-09-08 16:59:31] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34946.1s | SysFreeVM: 103949 MB | Ckpt: 50MB at 16:59:23
[2026-09-08 16:59:41] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34956.4s | SysFreeVM: 103968 MB | No ckpt change
[2026-09-08 16:59:51] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34966.5s | SysFreeVM: 103990 MB | No ckpt change
[2026-09-08 17:00:01] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34976.6s | SysFreeVM: 104021 MB | No ckpt change
[2026-09-08 17:00:12] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34986.7s | SysFreeVM: 104027 MB | Ckpt: 50MB at 17:00:05
[2026-09-08 17:00:22] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 34996.9s | SysFreeVM: 104023 MB | No ckpt change
[2026-09-08 17:00:32] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35007.1s | SysFreeVM: 104019 MB | No ckpt change
[2026-09-08 17:00:42] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35017.3s | SysFreeVM: 104010 MB | No ckpt change
[2026-09-08 17:00:53] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35027.5s | SysFreeVM: 103998 MB | Ckpt: 50MB at 17:00:48
[2026-09-08 17:01:03] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35037.6s | SysFreeVM: 103996 MB | No ckpt change
[2026-09-08 17:01:13] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35047.8s | SysFreeVM: 104066 MB | No ckpt change
[2026-09-08 17:01:23] PID: 22392 | WS: 119.12 MB (dWS: 7.57 MB) | Commit: 120.69 MB (dPM: 7.53 MB) | VM: 4329.31 MB | CPU: 35058s | SysFreeVM: 104052 MB | No ckpt change
[2026-09-08 17:01:34] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35068.2s | SysFreeVM: 103997 MB | Ckpt: 50MB at 17:01:30
[2026-09-08 17:01:44] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35078.4s | SysFreeVM: 104005 MB | No ckpt change
[2026-09-08 17:01:54] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35088.6s | SysFreeVM: 104015 MB | No ckpt change
[2026-09-08 17:02:05] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35098.8s | SysFreeVM: 103997 MB | No ckpt change
[2026-09-08 17:02:15] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35109s | SysFreeVM: 104026 MB | Ckpt: 50MB at 17:02:13
[2026-09-08 17:02:25] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35119.2s | SysFreeVM: 104025 MB | No ckpt change
[2026-09-08 17:02:35] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35129.4s | SysFreeVM: 104021 MB | No ckpt change
[2026-09-08 17:02:45] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35139.5s | SysFreeVM: 104014 MB | No ckpt change
[2026-09-08 17:02:56] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35149.6s | SysFreeVM: 104013 MB | Ckpt: 50MB at 17:02:55
[2026-09-08 17:03:06] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35159.8s | SysFreeVM: 103986 MB | No ckpt change
[2026-09-08 17:03:16] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35170s | SysFreeVM: 104017 MB | No ckpt change
[2026-09-08 17:03:26] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35180.2s | SysFreeVM: 104042 MB | No ckpt change
[2026-09-08 17:03:37] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35190.4s | SysFreeVM: 104038 MB | No ckpt change
[2026-09-08 17:03:47] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35200.5s | SysFreeVM: 104051 MB | Ckpt: 50MB at 17:03:38
[2026-09-08 17:03:57] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35210.7s | SysFreeVM: 104027 MB | No ckpt change
[2026-09-08 17:04:07] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35220.8s | SysFreeVM: 104035 MB | No ckpt change
[2026-09-08 17:04:18] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35231s | SysFreeVM: 104013 MB | No ckpt change
[2026-09-08 17:04:28] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35241.2s | SysFreeVM: 104008 MB | Ckpt: 50MB at 17:04:20
[2026-09-08 17:04:38] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35251.3s | SysFreeVM: 104012 MB | No ckpt change
[2026-09-08 17:04:48] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35261.4s | SysFreeVM: 103987 MB | No ckpt change
[2026-09-08 17:04:59] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35271.6s | SysFreeVM: 104040 MB | No ckpt change
[2026-09-08 17:05:09] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35281.8s | SysFreeVM: 104043 MB | Ckpt: 50MB at 17:05:02
[2026-09-08 17:05:19] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35292s | SysFreeVM: 104036 MB | No ckpt change
[2026-09-08 17:05:29] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35302.1s | SysFreeVM: 104028 MB | No ckpt change
[2026-09-08 17:05:40] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35312.3s | SysFreeVM: 104033 MB | No ckpt change
[2026-09-08 17:05:50] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35322.4s | SysFreeVM: 104000 MB | Ckpt: 50MB at 17:05:45
[2026-09-08 17:06:00] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35332.6s | SysFreeVM: 104029 MB | No ckpt change
[2026-09-08 17:06:10] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35342.8s | SysFreeVM: 104053 MB | No ckpt change
[2026-09-08 17:06:21] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35353s | SysFreeVM: 104068 MB | No ckpt change
[2026-09-08 17:06:31] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35363.2s | SysFreeVM: 104030 MB | Ckpt: 50MB at 17:06:27
[2026-09-08 17:06:41] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35373.3s | SysFreeVM: 104027 MB | No ckpt change
[2026-09-08 17:06:51] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35383.4s | SysFreeVM: 104030 MB | No ckpt change
[2026-09-08 17:07:01] PID: 22392 | WS: 119.24 MB (dWS: 7.69 MB) | Commit: 120.82 MB (dPM: 7.66 MB) | VM: 4329.31 MB | CPU: 35393.7s | SysFreeVM: 104028 MB | No ckpt change
[2026-09-08 17:07:12] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35403.8s | SysFreeVM: 103989 MB | Ckpt: 50MB at 17:07:10
[2026-09-08 17:07:22] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35414s | SysFreeVM: 104050 MB | No ckpt change
[2026-09-08 17:07:32] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35424.2s | SysFreeVM: 104057 MB | No ckpt change
[2026-09-08 17:07:42] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35434.4s | SysFreeVM: 104049 MB | No ckpt change
[2026-09-08 17:07:53] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35444.6s | SysFreeVM: 104038 MB | Ckpt: 50MB at 17:07:52
[2026-09-08 17:08:03] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35454.8s | SysFreeVM: 104050 MB | No ckpt change
[2026-09-08 17:08:13] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35465s | SysFreeVM: 104025 MB | No ckpt change
[2026-09-08 17:08:23] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35475.2s | SysFreeVM: 104022 MB | No ckpt change
[2026-09-08 17:08:34] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35485.5s | SysFreeVM: 104077 MB | No ckpt change
[2026-09-08 17:08:44] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35495.6s | SysFreeVM: 104052 MB | Ckpt: 50MB at 17:08:35
[2026-09-08 17:08:54] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35505.8s | SysFreeVM: 104051 MB | No ckpt change
[2026-09-08 17:09:04] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35516s | SysFreeVM: 104053 MB | No ckpt change
[2026-09-08 17:09:15] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35526.2s | SysFreeVM: 104043 MB | No ckpt change
[2026-09-08 17:09:25] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35536.4s | SysFreeVM: 104024 MB | Ckpt: 50MB at 17:09:17
[2026-09-08 17:09:35] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35546.5s | SysFreeVM: 104024 MB | No ckpt change
[2026-09-08 17:09:45] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35556.7s | SysFreeVM: 103989 MB | No ckpt change
[2026-09-08 17:09:56] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35566.9s | SysFreeVM: 104033 MB | No ckpt change
[2026-09-08 17:10:06] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35577.1s | SysFreeVM: 104062 MB | Ckpt: 50MB at 17:10:00
[2026-09-08 17:10:16] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35587.3s | SysFreeVM: 104051 MB | No ckpt change
[2026-09-08 17:10:26] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35597.5s | SysFreeVM: 104045 MB | No ckpt change
[2026-09-08 17:10:36] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35607.7s | SysFreeVM: 104049 MB | No ckpt change
[2026-09-08 17:10:47] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35617.9s | SysFreeVM: 104009 MB | Ckpt: 50MB at 17:10:42
[2026-09-08 17:10:57] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35628s | SysFreeVM: 104019 MB | No ckpt change
[2026-09-08 17:11:07] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35638.2s | SysFreeVM: 104072 MB | No ckpt change
[2026-09-08 17:11:17] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35648.4s | SysFreeVM: 104088 MB | No ckpt change
[2026-09-08 17:11:28] PID: 22392 | WS: 119.37 MB (dWS: 7.82 MB) | Commit: 120.95 MB (dPM: 7.79 MB) | VM: 4329.31 MB | CPU: 35658.5s | SysFreeVM: 104038 MB | Ckpt: 50MB at 17:11:25
